,year,gw_codes,country,armedforces_share,armedforces_share_id,milex_share,milex_share_id,corruption,corruption_id,effectiveness,effectiveness_id,polvio,polvio_id,regu,regu_id,law,law_id,account,account_id,tax,tax_id,broadband,broadband_id,telephone,telephone_id,internet_use,internet_use_id,mobile,mobile_id,polyarchy,libdem,libdem_id,partipdem,delibdem,egaldem,civlib,phyvio,pollib,privlib,execon,execon_id,exgender,exgender_id,exgeo,exgeo_id,expol,expol_id,exsoc,exsoc_id,shutdown,shutdown_id,filter,filter_id,tenure_months,tenure_months_id,dem_duration,dem_duration_id,elections,elections_id,lastelection,lastelection_id
2450,1996,411,Equatorial Guinea,0.763249534894815,0,2.0003009378843557,1,-1.26436936855316,0,-0.95840448141098,0,-0.131352260708809,0,-1.43762958049774,0,-1.28321778774261,0,-1.52469968795776,0,9.66888288644266,1,0.019,1,0.618,0,0.03557142857142857,1,0.010470791,0,0.187,0.057,0,0.052,0.065,0.111,0.243,0.199,0.18,0.344,0.762,0,0.611,0,0.783,0,0.871,0,0.822,0,-0.912,1,-1.15,1,209.0,0,0.0,0,1,0,2.397895,0
2451,1997,411,Equatorial Guinea,0.742526607203425,0,1.9549850224058114,1,-1.22614699602127,1,-0.99985781311989,1,-0.1059750430285931,1,-1.533817291259765,1,-1.318016231060025,1,-1.54286479949951,1,9.66888288644266,1,0.019,1,0.616,0,0.0415,0,0.049540103,0,0.184,0.055,0,0.05,0.065,0.11,0.23,0.157,0.18,0.344,0.762,0,0.611,0,0.783,0,0.871,0,0.822,0,-0.912,1,-1.15,1,221.0,0,0.0,0,0,0,3.135494,0
2452,1998,411,Equatorial Guinea,0.704163365900889,0,1.9096691069272673,1,-1.18792462348938,0,-1.0413111448288,0,-0.0805978253483772,0,-1.63000500202179,0,-1.35281467437744,0,-1.56102991104126,0,9.66888288644266,1,0.019,1,0.87,0,0.0944,0,0.04716277,0,0.184,0.055,0,0.049,0.065,0.11,0.23,0.157,0.18,0.344,0.762,0,0.611,0,0.783,0,0.871,0,0.822,0,-0.912,1,-1.15,1,233.0,0,0.0,0,0,0,3.555348,0
2453,1999,411,Equatorial Guinea,0.675761287325252,0,1.8643531914487232,1,-1.20014977455139,1,-1.051317274570465,1,-0.05781838484108445,1,-1.63838768005371,1,-1.3443534374237052,1,-1.5801295638084398,1,9.66888288644266,1,0.019,1,0.869,0,0.0974,0,0.091599138,0,0.185,0.056,0,0.048,0.065,0.111,0.235,0.174,0.18,0.344,0.762,0,0.611,0,0.783,0,0.871,0,0.822,0,-0.912,1,-1.15,1,245.0,0,0.0,0,0,0,3.850147,0
2454,2000,411,Equatorial Guinea,0.640274037287959,0,1.819037275970179,1,-1.2123749256134,0,-1.06132340431213,0,-0.0350389443337917,0,-1.64677035808563,0,-1.33589220046997,0,-1.59922921657562,0,9.66888288644266,1,0.019,1,0.867,0,0.132,0,0.710955,0,0.188,0.056,0,0.049,0.066,0.102,0.241,0.174,0.193,0.352,0.749,0,0.632,0,0.755,0,0.88,0,0.838,0,-0.912,0,-1.15,0,257.0,0,0.0,0,0,0,4.077538,0
2455,2001,411,Equatorial Guinea,0.600010500183753,0,1.7737213604916349,1,-1.217628717422485,1,-1.10191124677658,1,-0.27471765689551836,1,-1.566641986370085,1,-1.290112912654875,1,-1.611479341983795,1,9.66888288644266,1,0.019,1,0.92,0,0.165,0,2.00044,0,0.188,0.056,0,0.048,0.066,0.102,0.241,0.174,0.193,0.352,0.749,0,0.632,0,0.755,0,0.88,0,0.838,0,-0.912,0,-1.15,0,269.0,0,0.0,0,0,0,4.26268,0
2456,2002,411,Equatorial Guinea,0.809554146853122,0,1.7284054450130908,1,-1.22288250923157,0,-1.14249908924103,0,-0.514396369457245,0,-1.48651361465454,0,-1.24433362483978,0,-1.62372946739197,0,9.66888288644266,1,0.019,1,1.1,0,0.321,0,4.01024,0,0.188,0.057,0,0.047,0.066,0.102,0.248,0.174,0.193,0.367,0.749,0,0.632,0,0.755,0,0.88,0,0.838,0,-0.912,0,-1.15,0,281.0,0,0.0,0,1,0,0.0,0
2457,2003,411,Equatorial Guinea,0.430133142751264,0,1.6830895295345465,1,-1.27593719959259,0,-1.10602283477783,0,0.114630743861198,0,-1.43353641033173,0,-1.22688519954681,0,-1.66345012187958,0,9.66888288644266,1,0.019,1,1.13,0,0.521,0,4.89466,0,0.188,0.057,0,0.046,0.066,0.102,0.248,0.174,0.193,0.367,0.749,0,0.632,0,0.755,0,0.88,0,0.838,0,-0.912,0,-1.15,0,293.0,0,0.0,0,0,0,2.564949,0
2458,2004,411,Equatorial Guinea,0.311460500579317,0,1.6377736140560024,1,-1.38037264347076,0,-1.19221687316895,0,-0.0594780258834362,0,-1.55832588672638,0,-1.19656825065613,0,-1.63894009590149,0,9.66888288644266,1,0.019,1,1.17,0,0.844,0,6.87841,0,0.187,0.057,0,0.045,0.066,0.102,0.242,0.174,0.178,0.367,0.749,0,0.632,0,0.755,0,0.88,0,0.838,0,-0.912,0,-1.15,0,305.0,0,0.0,0,0,0,3.218876,0
2459,2005,411,Equatorial Guinea,0.295412247791793,0,1.5924576985774583,1,-1.42684757709503,0,-1.18623232841492,0,-0.386098802089691,0,-1.46834909915924,0,-1.23887705802917,0,-1.6835001707077,0,9.66888288644266,1,0.019,0,1.06,0,1.15,0,10.2283,0,0.182,0.056,0,0.047,0.065,0.101,0.245,0.174,0.178,0.374,0.71,0,0.619,0,0.761,0,0.88,0,0.838,0,-1.257,0,-1.15,0,317.0,0,0.0,0,0,0,3.610918,0
2460,2006,411,Equatorial Guinea,0.28194944797539,1,1.547141783098914,1,-1.36262607574463,0,-1.27428555488586,0,0.168790400028229,0,-1.50492835044861,0,-1.09356272220612,0,-1.8262654542923,0,9.66888288644266,0,0.0181755,0,1.01,0,1.28,0,12.117,0,0.182,0.056,0,0.046,0.065,0.1,0.246,0.174,0.182,0.373,0.71,0,0.619,0,0.738,0,0.88,0,0.829,0,-1.257,0,-1.15,0,329.0,0,0.0,0,0,0,3.89182,0
2461,2007,411,Equatorial Guinea,0.268486648158987,0,1.50182586762037,0,-1.21237552165985,0,-1.27218782901764,0,0.256654739379883,0,-1.45251274108887,0,-0.986280679702759,0,-1.88797950744629,0,7.54668815352279,0,0.0173738,0,0.965,0,1.56,0,14.4781,0,0.182,0.056,0,0.045,0.065,0.1,0.244,0.174,0.182,0.368,0.71,0,0.619,0,0.738,0,0.88,0,0.829,0,-1.257,0,-1.15,0,341.0,0,0.0,0,0,0,4.110874,0
2462,2008,411,Equatorial Guinea,0.255416098365848,0,1.48230906749545,0,-1.19891607761383,0,-1.26265788078308,0,0.20754437148571,0,-1.44569098949432,0,-0.871392250061035,0,-1.89406704902649,0,7.78635988913296,0,0.0165971,0,0.922,0,1.82,0,16.5971,0,0.182,0.057,0,0.044,0.065,0.1,0.247,0.174,0.181,0.374,0.71,0,0.619,0,0.738,0,0.88,0,0.829,0,-1.257,0,-1.15,0,353.0,0,0.0,0,0,0,4.29046,0
2463,2009,411,Equatorial Guinea,0.320296614076551,0,2.47492960390331,0,-1.22026312351227,0,-1.25660920143127,0,0.373302400112152,0,-1.47102332115173,0,-0.988199770450592,0,-1.80686867237091,0,12.7630966475237,0,0.0158496,0,0.881,0,2.13,0,17.6107,0,0.182,0.056,0,0.042,0.064,0.1,0.242,0.156,0.192,0.374,0.71,0,0.619,0,0.738,0,0.88,0,0.829,0,-1.257,0,-1.15,0,365.0,0,0.0,0,1,0,0.6931472,0
2464,2010,411,Equatorial Guinea,0.304000368485295,0,2.133179282391271,1,-1.23483073711395,0,-1.25614047050476,0,0.236128225922585,0,-1.54846596717834,0,-1.01070928573608,0,-1.86019432544708,0,7.5861592239033,0,0.0997406,0,1.14,0,6.0,0,33.5796,0,0.18,0.053,0,0.037,0.064,0.101,0.24,0.146,0.188,0.369,0.737,0,0.623,0,0.746,0,0.904,0,0.843,0,-1.033,0,-1.042,0,377.0,0,0.0,0,0,0,2.639057,0
2465,2011,411,Equatorial Guinea,0.289187033904989,0,1.791428960879232,1,-1.22866559028625,0,-1.25789260864258,0,0.150343805551529,0,-1.48733866214752,0,-1.00837445259094,0,-1.89961373806,0,7.01579011251936,0,0.108388,0,1.17,0,11.5,0,38.5607,0,0.179,0.053,0,0.054,0.064,0.101,0.235,0.145,0.175,0.369,0.737,0,0.623,0,0.746,0,0.904,0,0.843,0,-1.851,0,-1.465,0,389.0,0,0.0,0,1,0,0.6931472,0
2466,2012,411,Equatorial Guinea,0.275870716950375,0,1.449678639367193,1,-1.23995065689087,0,-1.25358760356903,0,0.232703447341919,0,-1.60031580924988,0,-1.04977643489838,0,-1.90504097938538,0,8.7422190526891,0,0.11442,0,1.15,0,13.9,0,38.7386,0,0.179,0.053,0,0.054,0.064,0.101,0.235,0.145,0.175,0.369,0.737,0,0.623,0,0.746,0,0.904,0,0.843,0,-1.851,0,-1.465,0,401.0,0,0.0,0,0,0,2.639057,0
2467,2013,411,Equatorial Guinea,0.263442555552451,0,1.107928317855154,1,-1.31590735912323,0,-1.3561155796051,0,0.120355181396008,0,-1.54353320598602,0,-1.16851544380188,0,-1.96998107433319,0,8.51634994290945,0,0.261325,0,1.1,0,16.4,0,37.9421,0,0.181,0.056,0,0.054,0.064,0.101,0.237,0.153,0.175,0.369,0.737,0,0.623,0,0.746,0,0.904,0,0.843,0,-1.851,0,-1.465,0,413.0,0,0.0,0,0,0,3.258096,0
2468,2014,411,Equatorial Guinea,0.251981490814129,0,0.766177996343115,0,-1.54079115390778,0,-1.16266000270844,0,-0.374146550893784,0,-1.46566355228424,0,-1.31710946559906,0,-1.97528266906738,0,8.29890080820683,0,0.277248,0,1.08,0,18.9,0,36.9002,0,0.182,0.056,0,0.055,0.065,0.101,0.239,0.153,0.182,0.368,0.737,0,0.623,0,0.746,0,0.904,0,0.843,0,-1.851,0,-1.465,0,425.0,0,0.0,0,0,0,3.637586,0
2469,2015,411,Equatorial Guinea,0.241533518265057,0,1.04143202034015,0,-1.5724755525589,0,-1.17907333374023,0,-0.207799196243286,0,-1.48868584632874,0,-1.33420670032501,0,-1.99940919876099,0,11.4567349338539,0,0.261293,0,0.78,0,21.3,0,36.6825,0,0.181,0.054,0,0.056,0.065,0.105,0.239,0.153,0.182,0.368,0.737,0,0.623,0,0.746,0,0.904,0,0.831,0,-1.851,0,-1.465,0,437.0,0,0.0,0,0,0,3.912023,0
2470,2016,411,Equatorial Guinea,0.254915921696861,0,1.23948977462594,0,-1.6031699180603,0,-1.16436994075775,0,-0.146742969751358,0,-1.55810081958771,0,-1.39062714576721,0,-1.94786310195923,0,6.38440698934831,0,0.224243,0,0.729,0,23.8,0,38.1684,0,0.181,0.054,0,0.054,0.064,0.105,0.243,0.173,0.182,0.366,0.739,0,0.623,0,0.746,0,0.904,0,0.831,0,-1.851,0,-1.465,0,449.0,0,0.0,0,1,0,2.197225,0
2471,2017,411,Equatorial Guinea,0.169303856403241,0,1.12893709401034,0,-1.64576137065887,0,-1.17233037948608,0,-0.172019883990288,0,-1.57570993900299,0,-1.36834931373596,0,-1.9711754322052,0,5.9818468716613,0,0.121416,0,0.716,0,26.2,0,36.2336,0,0.176,0.053,0,0.052,0.062,0.109,0.233,0.18,0.157,0.352,0.734,0,0.626,0,0.746,0,0.904,0,0.829,0,-2.029,0,-1.465,0,461.0,0,0.0,0,0,0,3.044523,0
2472,2018,411,Equatorial Guinea,0.236928104575163,0,1.14208303034219,0,-1.54342126846313,0,-1.1962114572525,0,-0.0901522859930992,0,-1.65524923801422,0,-1.42317736148834,0,-1.8734849691391,0,6.1689089093843,0,0.100221,0,0.671,0,37.65,1,36.576,0,0.177,0.056,0,0.051,0.062,0.11,0.239,0.19,0.153,0.357,0.728,0,0.625,0,0.746,0,0.904,0,0.829,0,-1.824,0,-1.465,0,473.0,0,0.0,0,0,0,3.496508,0
2473,2019,411,Equatorial Guinea,0.15801857350313,0,1.30805287179895,0,-1.56386768817902,0,-1.04134786128998,0,-0.147898286581039,0,-1.69174087047577,0,-1.28475344181061,0,-1.87897419929504,0,9.30194361410621,0,0.0598739,0,0.659,0,49.1,0,36.9422,0,0.179,0.056,0,0.05,0.054,0.118,0.24,0.19,0.155,0.361,0.718,0,0.625,0,0.746,0,0.904,0,0.81,0,-1.679,0,-1.465,0,485.0,0,0.0,0,0,0,3.806663,0
2474,2020,411,Equatorial Guinea,0.162575719641423,0,1.64082995887433,0,-1.53957045078278,0,-1.21555995941162,0,-0.221560776233673,0,-1.71425592899323,0,-1.1583423614502,0,-1.81053125858307,0,8.01129013446091,0,0.107372,0,0.655,0,55.0,0,43.3495,0,0.176,0.053,0,0.052,0.045,0.114,0.229,0.19,0.149,0.337,0.705,0,0.649,0,0.759,0,0.882,0,0.831,0,-1.467,0,-1.465,0,497.0,0,0.0,0,0,0,4.043051,0
2475,2021,411,Equatorial Guinea,0.162575719641423,1,1.34533764165546,0,-1.58734953403473,0,-1.18405854701996,0,-0.202735513448715,0,-1.73251974582672,0,-1.20275568962097,0,-1.72473227977753,0,5.39509912593539,0,0.097681,0,0.644,0,58.7,0,46.4348,0,0.174,0.054,0,0.051,0.045,0.113,0.223,0.19,0.135,0.334,0.704,0,0.688,0,0.778,0,0.908,0,0.84,0,-1.036,0,-1.309,0,497.0,1,0.0,1,0,1,4.043051,1
2476,2022,411,Equatorial Guinea,0.162575719641423,1,1.3031878031878,0,-1.60196936130524,0,-1.29705548286438,0,-0.236288592219353,0,-1.49326610565186,0,-1.40826785564423,0,-1.70431566238403,0,6.5959868257378,0,0.100691,0,0.631,0,59.3,0,49.538,0,0.174,0.052,0,0.049,0.045,0.108,0.214,0.166,0.126,0.336,0.704,0,0.7,0,0.799,0,0.908,0,0.896,0,-1.036,0,-1.309,0,497.0,1,0.0,1,0,1,4.043051,1
2477,2023,411,Equatorial Guinea,0.162575719641423,1,1.59021698232115,0,-1.57037270069122,0,-1.32034909725189,0,-0.235371336340904,0,-1.47442591190338,0,-1.33868646621704,0,-1.67685103416443,0,6.5959868257378,1,0.100691,1,0.631,1,60.4,0,49.538,1,0.183,0.057,0,0.05,0.047,0.11,0.252,0.231,0.162,0.353,0.706,0,0.694,0,0.812,0,0.908,0,0.895,0,-1.036,0,-1.309,0,497.0,1,0.0,1,0,1,4.043051,1
2478,1989,420,Gambia,0.731093020620479,1,0.958392269816802,0,-0.374195218086243,1,-0.619082868099213,1,0.559609055519104,1,-0.841568291187286,1,0.0169812999665737,1,-1.2748167514801,1,18.2047799785766,1,0.00222042,1,0.570152801,0,0.0,1,0.0,0,0.472,0.337,0,0.179,0.244,0.281,0.784,0.835,0.716,0.817,0.651,0,0.718,0,0.546,0,0.605,0,0.655,0,-1.136,1,-0.655,1,299.0,0,0.0,0,0,0,3.526361,0
2479,1990,420,Gambia,0.731093020620479,0,0.46126597245397,0,-0.374195218086243,1,-0.619082868099213,1,0.559609055519104,1,-0.841568291187286,1,0.0169812999665737,1,-1.2748167514801,1,18.2047799785766,0,0.00222042,1,0.585,0,0.0,0,0.0,0,0.472,0.34,0,0.179,0.244,0.274,0.786,0.846,0.716,0.817,0.648,0,0.718,0,0.546,0,0.582,0,0.655,0,-1.136,1,-0.655,1,311.0,0,0.0,0,0,0,3.828641,0
2480,1991,420,Gambia,0.701604218044559,0,0.50424326671404,0,-0.374195218086243,1,-0.619082868099213,1,0.559609055519104,1,-0.841568291187286,1,0.0169812999665737,1,-1.2748167514801,1,18.2047799785766,1,0.00222042,1,0.912,0,0.0018440000000000002,1,0.0,0,0.472,0.34,0,0.179,0.244,0.278,0.786,0.846,0.716,0.817,0.648,0,0.718,0,0.546,0,0.582,0,0.655,0,-1.136,1,-0.655,1,323.0,0,0.0,0,0,0,4.060443,0
2481,1992,420,Gambia,0.337268128161889,0,0.409650498904237,0,-0.374195218086243,1,-0.619082868099213,1,0.559609055519104,1,-0.841568291187286,1,0.0169812999665737,1,-1.2748167514801,1,18.2047799785766,1,0.00222042,1,1.22,0,0.0036880000000000003,1,0.018098713,0,0.466,0.335,0,0.176,0.242,0.274,0.786,0.846,0.716,0.817,0.648,0,0.718,0,0.546,0,0.582,0,0.655,0,-1.136,1,-0.655,1,335.0,0,0.0,0,1,0,2.197225,0
2482,1993,420,Gambia,0.325837973809144,0,0.279219753894381,0,-0.374195218086243,1,-0.619082868099213,1,0.559609055519104,1,-0.841568291187286,1,0.0169812999665737,1,-1.2748167514801,1,18.2047799785766,1,0.00222042,1,1.37,0,0.0055320000000000005,1,0.039116364,0,0.445,0.322,0,0.168,0.231,0.262,0.779,0.846,0.689,0.817,0.648,0,0.718,0,0.546,0,0.582,0,0.655,0,-1.136,1,-0.655,1,347.0,0,0.0,0,0,0,3.044523,0
2483,1994,420,Gambia,0.316047634699502,0,0.255557491763486,0,-0.374195218086243,1,-0.619082868099213,1,0.559609055519104,1,-0.841568291187286,1,0.0169812999665737,1,-1.2748167514801,1,18.2047799785766,1,0.00222042,1,1.49,0,0.007376000000000001,1,0.067336605,0,0.208,0.141,0,0.077,0.09,0.172,0.441,0.372,0.256,0.692,0.603,0,0.651,0,0.529,0,0.572,0,0.671,0,-1.136,1,-0.655,1,6.0,0,0.0,0,0,0,3.496508,0
2484,1995,420,Gambia,0.246166722567027,0,0.304615670171595,0,-0.374195218086243,1,-0.619082868099213,1,0.559609055519104,1,-0.841568291187286,1,0.0169812999665737,1,-1.2748167514801,1,18.2047799785766,1,0.00222042,1,1.52,0,0.00922,0,0.116088572,0,0.1,0.076,0,0.048,0.052,0.14,0.342,0.196,0.13,0.678,0.547,0,0.572,0,0.454,0,0.632,0,0.617,0,-1.136,1,-0.655,1,18.0,0,0.0,0,0,0,3.806663,0
2485,1996,420,Gambia,0.239900201516169,0,0.397307469403729,0,-0.374195218086243,0,-0.619082868099213,0,0.559609055519104,0,-0.841568291187286,0,0.0169812999665737,0,-1.2748167514801,0,18.2047799785766,1,0.00222042,1,1.64,0,0.0355,0,0.242050865,0,0.13,0.082,0,0.118,0.056,0.142,0.36,0.196,0.192,0.678,0.547,0,0.552,0,0.438,0,0.645,0,0.617,0,-1.136,1,-0.655,1,30.0,0,0.0,0,1,0,1.386294,0
2486,1997,420,Gambia,0.234112537896967,0,0.407575945502193,0,-0.3695453703403475,1,-0.548301607370377,1,0.6176289618015289,1,-0.7662130296230315,1,0.007180431857705151,1,-1.0953160226345051,1,18.2047799785766,1,0.00222042,1,1.85,0,0.0513,0,0.359452757,0,0.249,0.128,0,0.149,0.08,0.178,0.384,0.196,0.266,0.678,0.547,0,0.552,0,0.436,0,0.645,0,0.617,0,-1.136,1,-0.655,1,42.0,0,0.0,0,0,0,2.772589,0
2487,1998,420,Gambia,0.227974136334233,0,0.384833814905964,0,-0.364895522594452,0,-0.477520346641541,0,0.675648868083954,0,-0.690857768058777,0,-0.0026204362511634,0,-0.91581529378891,0,18.2047799785766,1,0.00222042,1,1.86,0,0.206,0,0.372219506,0,0.261,0.131,0,0.155,0.083,0.182,0.396,0.196,0.299,0.678,0.531,0,0.552,0,0.434,0,0.663,0,0.617,0,-1.136,1,-0.655,1,54.0,0,0.0,0,0,0,3.332205,0
2488,1999,420,Gambia,0.22232041373829,0,0.325833061382465,0,-0.3713433146476745,1,-0.49354159832000755,1,0.6047337353229525,1,-0.5625180900096894,1,-0.0740949697792532,1,-0.9902449548244501,1,18.2047799785766,1,0.00222042,1,2.06,0,0.716,0,0.380021754,0,0.262,0.129,0,0.155,0.083,0.182,0.38,0.148,0.301,0.678,0.512,0,0.552,0,0.434,0,0.663,0,0.617,0,-1.136,1,-0.655,1,66.0,0,0.0,0,0,0,3.688879,0
2489,2000,420,Gambia,0.216499420864049,0,0.31579359886356,0,-0.377791106700897,0,-0.509562849998474,0,0.533818602561951,0,-0.434178411960602,0,-0.145569503307343,0,-1.06467461585999,0,18.2047799785766,1,0.00222042,1,2.29,0,0.922,0,0.384858,0,0.258,0.125,0,0.153,0.075,0.18,0.361,0.148,0.294,0.642,0.508,0,0.524,0,0.434,0,0.663,0,0.617,0,-1.136,0,-0.655,0,78.0,0,0.0,0,0,0,3.951244,0
2490,2001,420,Gambia,0.210772031605266,0,0.234862058929382,0,-0.305551953613758,1,-0.5647262930870055,1,0.6799891889095311,1,-0.48062703013420094,1,-0.16293179243803052,1,-0.867825895547869,1,18.2047799785766,1,0.00222042,1,2.34,0,1.34,0,3.68459,0,0.258,0.125,0,0.153,0.075,0.18,0.361,0.148,0.291,0.645,0.508,0,0.524,0,0.434,0,0.663,0,0.617,0,-1.136,0,-0.655,0,90.0,0,0.0,0,1,0,1.098612,0
2491,2002,420,Gambia,0.203467079026613,0,0.24438080993324,0,-0.233312800526619,0,-0.619889736175537,0,0.826159775257111,0,-0.5270756483078,0,-0.180294081568718,0,-0.670977175235748,0,18.2047799785766,1,0.00222042,1,2.5,0,1.8,0,6.51173,0,0.259,0.124,0,0.158,0.075,0.18,0.36,0.148,0.282,0.645,0.508,0,0.524,0,0.434,0,0.663,0,0.617,0,-1.136,0,-0.655,0,102.0,0,0.0,0,0,0,2.70805,0
2492,2003,420,Gambia,0.198011959922379,0,0.227388636213975,0,-0.176545038819313,0,-0.419792979955673,0,0.322430104017258,0,-0.474271208047867,0,0.163011163473129,0,-0.489668667316437,0,18.2047799785766,1,0.00222042,1,2.66,0,2.44,0,9.46368,0,0.259,0.121,0,0.157,0.075,0.18,0.36,0.148,0.282,0.645,0.508,0,0.524,0,0.434,0,0.663,0,0.617,0,-1.136,0,-0.655,0,114.0,0,0.0,0,0,0,3.295837,0
2493,2004,420,Gambia,0.192545597204238,0,0.192621401787275,0,-0.522410035133362,0,-0.592966556549072,0,0.164906054735184,0,-0.517802238464355,0,-0.389444947242737,0,-0.67443460226059,0,18.2047799785766,1,0.00222042,0,2.65,0,3.31,0,10.7937,0,0.259,0.119,0,0.156,0.075,0.18,0.354,0.148,0.282,0.63,0.508,0,0.524,0,0.434,0,0.663,0,0.617,0,-1.136,0,-0.655,0,126.0,0,0.0,0,0,0,3.663562,0
2494,2005,420,Gambia,0.185514989611161,0,0.277027428909804,0,-0.694694995880127,0,-0.723472833633423,0,0.200640663504601,0,-0.614453136920929,0,-0.456847786903381,0,-1.01584625244141,0,18.2047799785766,1,0.00425905,0,2.64,0,3.8,0,14.8454,0,0.259,0.119,0,0.155,0.075,0.18,0.354,0.148,0.282,0.63,0.508,0,0.524,0,0.434,0,0.663,0,0.617,0,-1.136,0,-0.655,0,138.0,0,0.0,0,0,0,3.931826,0
2495,2006,420,Gambia,0.20078642063075952,1,0.260242378391835,0,-0.729944288730621,0,-0.72921222448349,0,-0.0341241136193275,0,-0.483886420726776,0,-0.371125340461731,0,-0.896951019763947,0,18.2047799785766,1,0.009746575,1,2.7,0,5.24,0,23.5732,0,0.252,0.117,0,0.151,0.073,0.179,0.35,0.132,0.279,0.63,0.508,0,0.524,0,0.434,0,0.663,0,0.617,0,-1.136,0,-0.655,0,150.0,0,0.0,0,1,0,1.386294,0
2496,2007,420,Gambia,0.216057851650358,0,0.355318377435937,0,-0.712738215923309,0,-0.6148881316185,0,0.0474123023450375,0,-0.485150635242462,0,-0.330507665872574,0,-0.891591012477875,0,18.2047799785766,1,0.0152341,0,2.76,0,6.21,0,45.3269,0,0.243,0.114,0,0.147,0.071,0.176,0.357,0.148,0.291,0.63,0.508,0,0.524,0,0.434,0,0.663,0,0.617,0,-1.136,0,-0.655,0,162.0,0,0.0,0,0,0,2.772589,0
2497,2008,420,Gambia,0.20932807780306,0,1.09491765751865,0,-0.714707136154175,0,-0.769183158874512,0,0.0651512742042542,0,-0.493136614561081,0,-0.425357460975647,0,-0.865504682064056,0,18.2047799785766,1,0.016503,0,2.69,0,6.88,0,64.1491,0,0.243,0.114,0,0.146,0.071,0.176,0.362,0.148,0.291,0.632,0.508,0,0.524,0,0.434,0,0.663,0,0.617,0,-1.136,0,-0.655,0,174.0,0,0.0,0,0,0,3.332205,0
2498,2009,420,Gambia,0.162292544483372,0,0.482205427892009,0,-0.557290554046631,0,-0.743443965911865,0,0.12231682240963,0,-0.412360966205597,0,-0.519139885902405,0,-1.01221060752869,0,18.2047799785766,1,0.0160306,0,2.59,0,7.63,0,70.1538,0,0.243,0.114,0,0.145,0.071,0.176,0.362,0.148,0.291,0.632,0.508,0,0.524,0,0.434,0,0.663,0,0.617,0,-1.136,0,-0.655,0,186.0,0,0.0,0,0,0,3.688879,0
2499,2010,420,Gambia,0.157234249550408,0,0.5855787192137717,1,-0.587572574615479,0,-0.747090220451355,0,0.0654169842600822,0,-0.480537474155426,0,-0.570687115192413,0,-1.07546448707581,0,18.2047799785766,1,0.0181664,0,2.53,0,9.2,0,76.7323,0,0.243,0.114,0,0.144,0.071,0.176,0.362,0.148,0.291,0.632,0.508,0,0.523,0,0.434,0,0.663,0,0.588,0,-1.235,0,-0.655,0,198.0,0,0.0,0,0,0,3.951244,0
2500,2011,420,Gambia,0.150510607235045,0,0.6889520105355343,1,-0.513804793357849,0,-0.673657119274139,0,-0.0002706054074224,0,-0.351987540721893,0,-0.558868944644928,0,-1.21547913551331,0,18.2047799785766,1,0.0220286,0,2.54,0,10.9,0,70.6308,0,0.243,0.114,0,0.143,0.071,0.176,0.362,0.148,0.291,0.632,0.508,0,0.523,0,0.434,0,0.663,0,0.588,0,-1.235,0,-0.655,0,210.0,0,0.0,0,1,0,0.6931472,0
2501,2012,420,Gambia,0.145920163430583,0,0.792325301857297,0,-0.653231739997864,0,-0.575278580188751,0,-0.0007788384100422,0,-0.257835358381271,0,-0.599867880344391,0,-1.28747808933258,0,18.2047799785766,1,0.0244727,0,3.14,0,12.4,0,74.7,0,0.246,0.114,0,0.143,0.071,0.176,0.359,0.148,0.291,0.635,0.508,0,0.523,0,0.434,0,0.663,0,0.588,0,-1.235,0,-0.655,0,222.0,0,0.0,0,0,0,2.639057,0
2502,2013,420,Gambia,0.141271621180148,0,0.739511152519748,0,-0.70621132850647,0,-0.74015212059021,0,-0.04863640666008,0,-0.377716362476349,0,-0.649502038955688,0,-1.25742137432098,0,18.2047799785766,1,0.0208193,0,3.05,0,14.0,0,87.8808,0,0.241,0.107,0,0.139,0.084,0.173,0.319,0.104,0.259,0.589,0.51,0,0.523,0,0.434,0,0.663,0,0.593,0,-1.235,0,-0.655,0,234.0,0,0.0,0,0,0,3.258096,0
2503,2014,420,Gambia,0.136350078827389,0,1.20768853626782,0,-0.694107413291931,0,-0.719993352890015,0,-0.151400715112686,0,-0.498851090669632,0,-0.696650505065918,0,-1.26768577098846,0,18.2047799785766,1,0.126725,0,2.58,0,15.6,0,105.505,0,0.243,0.107,0,0.14,0.084,0.177,0.326,0.12,0.264,0.583,0.5,0,0.523,0,0.434,0,0.663,0,0.586,0,-1.295,0,-0.952,0,246.0,0,0.0,0,0,0,3.637586,0
2504,2015,420,Gambia,0.13234209107121,0,1.04052212323916,0,-0.81372058391571,0,-0.990610837936401,0,0.0162476319819689,0,-0.580959022045135,0,-0.745471298694611,0,-1.45970582962036,0,18.2047799785766,1,0.160618,0,2.02,0,17.6,0,122.079,0,0.243,0.107,0,0.139,0.084,0.177,0.33,0.121,0.264,0.594,0.5,0,0.542,0,0.434,0,0.663,0,0.586,0,-1.295,0,-0.952,0,258.0,0,0.0,0,0,0,3.912023,0
2505,2016,420,Gambia,0.128302177287949,0,1.04052212323916,1,-0.85063761472702,0,-0.937365174293518,0,-0.442044198513031,0,-0.581205725669861,0,-0.798708558082581,0,-1.2605242729187,0,18.2047799785766,1,0.164202,0,1.66,0,19.9,0,124.274,0,0.248,0.109,0,0.144,0.089,0.177,0.333,0.121,0.27,0.6,0.5,0,0.542,0,0.434,0,0.663,0,0.586,0,-1.295,0,-0.952,0,270.0,0,0.0,0,1,0,0.0,0
