,country,year,d_terror,preds,preds_proba
590,Bhutan,2019,0,0,0.1585553571428571
591,Bhutan,2020,0,0,0.13652599206349203
592,Pakistan,2017,1,1,0.9387831349206349
593,Pakistan,2018,1,1,0.9012172619047619
594,Pakistan,2019,1,1,0.9258503968253969
595,Pakistan,2020,1,1,0.8722817460317459
596,Bangladesh,2017,1,1,0.8358321428571427
597,Bangladesh,2018,1,1,0.7025196428571427
598,Bangladesh,2019,1,1,0.7064172619047617
599,Bangladesh,2020,0,1,0.7129970238095236
600,Myanmar (Burma),2017,1,1,0.8568345238095242
601,Myanmar (Burma),2018,1,1,0.7993547619047621
602,Myanmar (Burma),2019,1,1,0.7837218253968253
603,Myanmar (Burma),2020,1,1,0.8197301587301588
604,Sri Lanka,2017,1,0,0.32617071400821407
605,Sri Lanka,2018,1,0,0.34470456349206335
606,Sri Lanka,2019,1,0,0.44507468226218255
607,Sri Lanka,2020,0,0,0.4909540473415479
608,Maldives,2017,1,0,0.26124244227994226
609,Maldives,2018,0,0,0.30899280303030285
610,Maldives,2019,0,0,0.29177444083694076
611,Maldives,2020,0,0,0.25842943722943723
612,Nepal,2017,1,0,0.44558492063492094
613,Nepal,2018,0,0,0.4448299062049065
614,Nepal,2019,1,0,0.37579345238095274
615,Nepal,2020,1,0,0.3534861111111112
616,Thailand,2017,1,1,0.7596318388376854
617,Thailand,2018,1,1,0.7772138824884799
618,Thailand,2019,1,1,0.5801088904151406
619,Thailand,2020,1,1,0.5784198031135533
620,Cambodia (Kampuchea),2017,0,0,0.15356709401709398
621,Cambodia (Kampuchea),2018,0,0,0.23731949300699295
622,Cambodia (Kampuchea),2019,0,0,0.22687539682539679
623,Cambodia (Kampuchea),2020,0,0,0.25027777777777765
624,Laos,2017,1,0,0.26391150793650764
625,Laos,2018,0,0,0.24313253968253953
626,Laos,2019,0,0,0.2255882936507935
627,Laos,2020,0,0,0.21534801587301577
628,Vietnam,2017,0,0,0.09356188672438669
629,Vietnam,2018,0,0,0.13893885558885558
630,Vietnam,2019,0,0,0.21167121489621485
631,Vietnam,2020,0,0,0.24583153235653238
632,Malaysia,2017,0,1,0.5670128787878794
633,Malaysia,2018,1,0,0.3952061507936506
634,Malaysia,2019,0,0,0.39248988095238097
635,Malaysia,2020,1,0,0.43167934704184696
636,Singapore,2017,0,0,0.034826190476190476
637,Singapore,2018,0,0,0.055847619047619056
638,Singapore,2019,0,0,0.07363154761904758
639,Singapore,2020,0,0,0.07617837301587295
640,Philippines,2017,1,1,0.939660497835498
641,Philippines,2018,1,1,0.9173055735930741
642,Philippines,2019,1,1,0.8978710497835501
643,Philippines,2020,1,1,0.8582218614718617
644,Indonesia,2017,1,1,0.7347587301587302
645,Indonesia,2018,1,1,0.6837394237405108
646,Indonesia,2019,1,1,0.6778630952380955
647,Indonesia,2020,1,1,0.635892297979798
648,East Timor,2017,0,0,0.16534188311688314
649,East Timor,2018,0,0,0.17214366883116886
650,East Timor,2019,0,0,0.18595537518037522
651,East Timor,2020,0,0,0.22123474025974033
652,Australia,2017,1,0,0.4077037698412694
653,Australia,2018,1,0,0.4517812710437705
654,Australia,2019,0,0,0.42527961760461697
655,Australia,2020,0,0,0.48730813492063424
656,Papua New Guinea,2017,0,0,0.13326488095238093
657,Papua New Guinea,2018,0,0,0.14449642857142864
658,Papua New Guinea,2019,0,0,0.16554761904761908
659,Papua New Guinea,2020,0,0,0.14958571428571424
660,New Zealand,2017,0,0,0.0794873196248196
661,New Zealand,2018,0,0,0.07978095238095237
662,New Zealand,2019,1,0,0.16438630952380948
663,New Zealand,2020,0,0,0.1750163003663004
664,Solomon Islands,2017,0,0,0.10666901154401157
665,Solomon Islands,2018,0,0,0.09131785714285713
666,Solomon Islands,2019,0,0,0.11490178571428569
667,Solomon Islands,2020,0,0,0.1691202380952382
668,Fiji,2017,0,0,0.10435555555555562
669,Fiji,2018,0,0,0.153019227994228
670,Fiji,2019,0,0,0.16566089466089476
671,Fiji,2020,0,0,0.20461011904761908
