,country,year,d_terror,preds,preds_proba
590,Bhutan,2019,0,0,0.09246892867969106
591,Bhutan,2020,0,0,0.08993144623189468
592,Pakistan,2017,1,1,0.9967435404655136
593,Pakistan,2018,1,1,0.9976382660687595
594,Pakistan,2019,1,1,0.995320792809582
595,Pakistan,2020,1,1,0.9957505872304077
596,Bangladesh,2017,1,1,0.9639353123209622
597,Bangladesh,2018,1,1,0.9651431627664806
598,Bangladesh,2019,1,1,0.9667763750947603
599,Bangladesh,2020,0,1,0.9496565218538308
600,Myanmar (Burma),2017,1,1,0.9592088721091616
601,Myanmar (Burma),2018,1,1,0.9543243843995619
602,Myanmar (Burma),2019,1,1,0.9518629992475938
603,Myanmar (Burma),2020,1,1,0.9542161269370444
604,Sri Lanka,2017,1,0,0.4982393204702619
605,Sri Lanka,2018,1,1,0.5123849058266098
606,Sri Lanka,2019,1,1,0.5200277587385208
607,Sri Lanka,2020,0,1,0.5128577339451775
608,Maldives,2017,1,0,0.25323048401523707
609,Maldives,2018,0,0,0.3327527927976358
610,Maldives,2019,0,0,0.3818806467573287
611,Maldives,2020,0,0,0.4028566301660475
612,Nepal,2017,1,1,0.6966228290891967
613,Nepal,2018,0,1,0.6827187685259434
614,Nepal,2019,1,1,0.6652900562317603
615,Nepal,2020,1,1,0.6985969361978331
616,Thailand,2017,1,1,0.9570786488051057
617,Thailand,2018,1,1,0.9442183700703874
618,Thailand,2019,1,1,0.9404611631517455
619,Thailand,2020,1,1,0.9351120279819826
620,Cambodia (Kampuchea),2017,0,0,0.3206885279643124
621,Cambodia (Kampuchea),2018,0,1,0.5069083350044836
622,Cambodia (Kampuchea),2019,0,1,0.5871707743588517
623,Cambodia (Kampuchea),2020,0,1,0.5799795450599992
624,Laos,2017,1,0,0.4090138710318085
625,Laos,2018,0,0,0.3847390277883553
626,Laos,2019,0,0,0.37570075913125256
627,Laos,2020,0,0,0.3741111180797282
628,Vietnam,2017,0,0,0.13610396205687683
629,Vietnam,2018,0,0,0.23158298185006182
630,Vietnam,2019,0,0,0.23707860232326075
631,Vietnam,2020,0,0,0.23994014536417602
632,Malaysia,2017,0,1,0.8524056187957532
633,Malaysia,2018,1,1,0.8284575862602767
634,Malaysia,2019,0,1,0.8112023626597619
635,Malaysia,2020,1,1,0.8067895532469525
636,Singapore,2017,0,0,0.015150153782440775
637,Singapore,2018,0,0,0.01605555630219307
638,Singapore,2019,0,0,0.057248660656732404
639,Singapore,2020,0,0,0.05751771895269653
640,Philippines,2017,1,1,0.9833287066695138
641,Philippines,2018,1,1,0.9845224506435267
642,Philippines,2019,1,1,0.9810396404791022
643,Philippines,2020,1,1,0.9751554300209003
644,Indonesia,2017,1,1,0.9140512389951851
645,Indonesia,2018,1,1,0.9108894481203899
646,Indonesia,2019,1,1,0.9096274365893202
647,Indonesia,2020,1,1,0.9067192137707836
648,East Timor,2017,0,0,0.013107144474857476
649,East Timor,2018,0,0,0.00805340399510803
650,East Timor,2019,0,0,0.010833317156187114
651,East Timor,2020,0,0,0.013553083687612833
652,Australia,2017,1,0,0.44628640432517996
653,Australia,2018,1,0,0.4284362923046644
654,Australia,2019,0,0,0.41749168882642884
655,Australia,2020,0,0,0.42109276139611124
656,Papua New Guinea,2017,0,0,0.040803260018506655
657,Papua New Guinea,2018,0,0,0.0446010392198733
658,Papua New Guinea,2019,0,0,0.05174163156225936
659,Papua New Guinea,2020,0,0,0.052540038436899424
660,New Zealand,2017,0,0,0.055903682764669324
661,New Zealand,2018,0,0,0.06465962786590589
662,New Zealand,2019,1,0,0.040045032197498574
663,New Zealand,2020,0,0,0.08634616753450827
664,Solomon Islands,2017,0,0,0.009766402008554472
665,Solomon Islands,2018,0,0,0.009970687011045754
666,Solomon Islands,2019,0,0,0.013643546289286197
667,Solomon Islands,2020,0,0,0.021135435829447952
668,Fiji,2017,0,0,0.004780249645720497
669,Fiji,2018,0,0,0.004813348086890688
670,Fiji,2019,0,0,0.008480157112444108
671,Fiji,2020,0,0,0.013394002609249249
